qid	query	matched_qid	matched_query	rank
1133485	how does vitamin c helps	329897	how much vitamin c can i take in a day	81
1133485	how does vitamin c helps	346060	how to boost your immune system to fight virus	82
1133485	how does vitamin c helps	329899	how much vitamin c can you take in one day	83
1133485	how does vitamin c helps	430961	is vitamin c an antioxidant	84
1133485	how does vitamin c helps	661436	what foods contain vitamin C	85
1133485	how does vitamin c helps	789982	what is recommended dose of vitamin c	86
1133485	how does vitamin c helps	487827	required dose for vitamin c	87
1133485	how does vitamin c helps	430970	is vitamin c good for sore muscles	88
1133485	how does vitamin c helps	51297	benefits of usb type c	89
1133485	how does vitamin c helps	917445	what vitamins strengthen the immune system best	90
1133485	how does vitamin c helps	329903	how much vitamin c each day to take?	91
1133485	how does vitamin c helps	917385	what vitamins helps anemia	92
1133485	how does vitamin c helps	861407	what is vitamin a for lycopene	93
1133485	how does vitamin c helps	917142	what vitamins are good for colds	94
1133485	how does vitamin c helps	167061	does heat affect vitamins c in food	95
1133485	how does vitamin c helps	918959	what was one of dr martin luther king notable achievements	96
1133485	how does vitamin c helps	188521	food highest source of vitamin c	97
1133485	how does vitamin c helps	537910	vitamins for immune support	98
1133485	how does vitamin c helps	861408	what is vitamin a good for	99
1133485	how does vitamin c helps	329911	how much vitamin c in supplement form should i take?	100
166046	does ethambutol treat bone infection	778690	what is obredon used to treat	1
166046	does ethambutol treat bone infection	420745	is permethrin used for scabies	2
166046	does ethambutol treat bone infection	462687	natural supplements to help gout dr. axe	3
166046	does ethambutol treat bone infection	196188	gout treatments and drugs	4
166046	does ethambutol treat bone infection	1009902	which forskolin did dr oz recommend	5
166046	does ethambutol treat bone infection	63716	can albuterol be used for prophylaxis	6
166046	does ethambutol treat bone infection	170190	does permethrin kill scabies on contact	7
166046	does ethambutol treat bone infection	654730	what does venlafaxine treat	8
166046	does ethambutol treat bone infection	709246	what is albenza used to treat	9
166046	does ethambutol treat bone infection	410273	is flax seed oil good for gout	10
166046	does ethambutol treat bone infection	166568	does gabapentin help arthritis pain	11
166046	does ethambutol treat bone infection	757067	what is ichthammol ointment used for	12
166046	does ethambutol treat bone infection	770478	what is medical necessity of lorzone	13
166046	does ethambutol treat bone infection	169861	does oraxim cause skin pimples or rash	14
166046	does ethambutol treat bone infection	48168	bacitracin ointment side effects	15
166046	does ethambutol treat bone infection	165483	does digoxin treat	16
166046	does ethambutol treat bone infection	1009903	which forskolin does dr oz recommend	17
166046	does ethambutol treat bone infection	176159	drugs to prevent gout	18
166046	does ethambutol treat bone infection	1069025	why indomethacin for gout	19
166046	does ethambutol treat bone infection	639327	what does ichthammol ointment do	20
166046	does ethambutol treat bone infection	419059	is neem oil harmful to skin?	21
166046	does ethambutol treat bone infection	420014	is organic keratin treatment safe	22
166046	does ethambutol treat bone infection	411527	is grapeseed oil bad for wheat belly	23
166046	does ethambutol treat bone infection	1077184	will a keratin treatment help damaged hair	24
166046	does ethambutol treat bone infection	67528	can gabapentin be used for musculoskeletal pain	25
166046	does ethambutol treat bone infection	7727	What is zithromax used to treat?	26
166046	does ethambutol treat bone infection	657092	what else can nexium treat	27
166046	does ethambutol treat bone infection	410275	is flaxseed anti inflammatory	28
166046	does ethambutol treat bone infection	176131	drugs that affect wound healing	29
166046	does ethambutol treat bone infection	52412	best weed for fibromyalgia	30
166046	does ethambutol treat bone infection	747784	what is flaxseed good for skin	31
166046	does ethambutol treat bone infection	169628	does nioxin work on patch hair loss	32
166046	does ethambutol treat bone infection	656001	what drugs are good for gout	33
166046	does ethambutol treat bone infection	908583	what topical medication can be used for venous stasis cellulitis	34
166046	does ethambutol treat bone infection	444461	mahabhringraj hair oil side effects	35
166046	does ethambutol treat bone infection	536185	venlafaxine prolactin effects	36
166046	does ethambutol treat bone infection	419058	is neem oil good for the skin	37
166046	does ethambutol treat bone infection	553992	what antibiotic ointment are you not supposed to use	38
166046	does ethambutol treat bone infection	470489	other treatments for rheumatoid arthritis	39
166046	does ethambutol treat bone infection	757066	what is ichthammol ointment and what is it used for?	40
166046	does ethambutol treat bone infection	877612	what medicine was used in a herb	41
166046	does ethambutol treat bone infection	166351	does flaxseed work	42
166046	does ethambutol treat bone infection	877547	what medicine is for gout	43
166046	does ethambutol treat bone infection	452217	medicines that can cause  gout	44
166046	does ethambutol treat bone infection	410538	is frankincense oil good for pain	45
166046	does ethambutol treat bone infection	141443	dermatologist in boaz/ gadsden al	46
166046	does ethambutol treat bone infection	434183	keratin treatment health effects	47
166046	does ethambutol treat bone infection	71159	can marijuana help to treat vitiligo	48
166046	does ethambutol treat bone infection	685061	what is a good antibiotic ointment	49
166046	does ethambutol treat bone infection	410228	is fish oil good for arthritis pain	50
166046	does ethambutol treat bone infection	71779	can neurontin help symptoms of gout?	51
166046	does ethambutol treat bone infection	805019	what is the antidote for digoxin	52
166046	does ethambutol treat bone infection	19361	antibiotic ointment for horse	53
166046	does ethambutol treat bone infection	877332	what medication is used to counteract digoxin toxicity	54
166046	does ethambutol treat bone infection	1077398	will dandruff shampoo get rid of ringworm	55
166046	does ethambutol treat bone infection	595450	what chinese medicine is ragnar lothbrok on	56
166046	does ethambutol treat bone infection	204816	homeopathic anti inflammatory remedies	57
166046	does ethambutol treat bone infection	50788	benefits of flaxseed oil for skin	58
166046	does ethambutol treat bone infection	899781	what supplement helps joint pain	59
166046	does ethambutol treat bone infection	80931	can you use wd40 for arthritis	60
166046	does ethambutol treat bone infection	786137	what is praziquantel used to treat	61
166046	does ethambutol treat bone infection	1155598	what is digoxin used for and side effects?	62
166046	does ethambutol treat bone infection	751926	what is good for killing ringworm	63
166046	does ethambutol treat bone infection	632589	what does atenolol treat	64
166046	does ethambutol treat bone infection	405771	is celery good for arthritis	65
166046	does ethambutol treat bone infection	574977	what are the treatments for gout	66
166046	does ethambutol treat bone infection	856640	what is topamax used to treat	67
166046	does ethambutol treat bone infection	867204	what kind of cucumbers are good for arthritis	68
166046	does ethambutol treat bone infection	757065	what is ichthammol ointment	69
166046	does ethambutol treat bone infection	451821	medication given for gout	70
166046	does ethambutol treat bone infection	1159770	what drugs to obgyns test for	71
166046	does ethambutol treat bone infection	73123	can s boulardii cure constipation	72
166046	does ethambutol treat bone infection	166757	does glucosamine improve joints	73
166046	does ethambutol treat bone infection	656129	what drugs used to treat rheumatoid arthritis are contraindicated in a patient who has a history of toxic levels of heavy metals?	74
166046	does ethambutol treat bone infection	881195	what natural herb is good for pain	75
166046	does ethambutol treat bone infection	73079	can rogaine cause dandruff	76
166046	does ethambutol treat bone infection	1169389	thuja homeopathic benefits	77
166046	does ethambutol treat bone infection	736695	what is cure for arthritis	78
166046	does ethambutol treat bone infection	581644	what can cure arthritis	79
166046	does ethambutol treat bone infection	471002	oxycontin oral uses side effects	80
166046	does ethambutol treat bone infection	405701	is cbd oil good for arthritis	81
166046	does ethambutol treat bone infection	64019	can amoxil be used as a prophylaxis against lyme disease	82
166046	does ethambutol treat bone infection	656028	what drugs are used for arthritis pain	83
166046	does ethambutol treat bone infection	639593	what does indomethacin treat	84
166046	does ethambutol treat bone infection	175352	doxycycline for skin infections	85
166046	does ethambutol treat bone infection	401710	is aggrenox a generic	86
166046	does ethambutol treat bone infection	166349	does flaxseed oil contain b17	87
166046	does ethambutol treat bone infection	877555	what medicine is good as linzess	88
166046	does ethambutol treat bone infection	170193	does peroxide help jaw infection	89
166046	does ethambutol treat bone infection	201333	herbs for rheumatoid arthritis treatment	90
166046	does ethambutol treat bone infection	1077609	will loperamide cause constipation	91
166046	does ethambutol treat bone infection	653992	what does topamax treat	92
166046	does ethambutol treat bone infection	468835	ondamed treatment	93
166046	does ethambutol treat bone infection	1082073	zithromax treats what infections	94
166046	does ethambutol treat bone infection	80311	can you treat gout	95
166046	does ethambutol treat bone infection	808236	what is the best essential oil for pain in joints	96
166046	does ethambutol treat bone infection	930321	what's good for gout pain	97
166046	does ethambutol treat bone infection	65462	can cbd help with the gout	98
166046	does ethambutol treat bone infection	166758	does glucosamine really work	99
166046	does ethambutol treat bone infection	408689	is doxycycline treat folliculitis?	100
655914	what drives poaching	631031	what does acting as if driven by a motor mean	1
655914	what drives poaching	741349	what is driven	2
655914	what drives poaching	891643	what road do street outlaws run on	3
655914	what drives poaching	220436	how do the ecoboost engines work	4
655914	what drives poaching	134126	definition of drive bow	5
655914	what drives poaching	55978	braking horsepower in motor	6
655914	what drives poaching	1159687	what engine was prey made on	7
655914	what drives poaching	868731	what kind of horse did steve mcqueen ride	8
655914	what drives poaching	220357	how do supercars work	9
655914	what drives poaching	653597	what does the word motorized mean	10
655914	what drives poaching	229337	how engine mounts work	11
655914	what drives poaching	356637	how to drive in autostick	12
655914	what drives poaching	799359	what is stalking horse asset	13
655914	what drives poaching	55954	brake horsepower definition	14
655914	what drives poaching	732814	what is computer cleaner propelled	15
655914	what drives poaching	583149	what car did the highlander drive	16
655914	what drives poaching	875252	what makes an automobile move	17
655914	what drives poaching	125858	define propelled	18
655914	what drives poaching	755657	what is horsepower used for	19
655914	what drives poaching	643337	what does michael jordan drive	20
655914	what drives poaching	991797	where is rodeo drive located	21
655914	what drives poaching	504288	street food vehicles	22
655914	what drives poaching	226947	how does motor shield arduino work	23
655914	what drives poaching	722398	what is barrel racing	24
655914	what drives poaching	784835	what is poaching?	25
655914	what drives poaching	213612	how did horsepower originate	26
655914	what drives poaching	404686	is bowrider a type of engine	27
655914	what drives poaching	923427	what weapons did 60s greasers carry	28
655914	what drives poaching	866789	what kind of car does lebron james drive	29
655914	what drives poaching	687085	what is a horsepower	30
655914	what drives poaching	703798	what is a torque drive	31
655914	what drives poaching	1065664	why do sports cars only come in automatic	32
655914	what drives poaching	236792	how is horsepower related to torque	33
655914	what drives poaching	229339	how engine run	34
655914	what drives poaching	182338	evinrude motors and how to find horsepower	35
655914	what drives poaching	180538	engine motoring definition	36
655914	what drives poaching	369302	how to make more torque than horsepower	37
655914	what drives poaching	779924	what is opsb motor enclosure	38
655914	what drives poaching	691646	what is a motor stator	39
655914	what drives poaching	205508	horsepower sportster	40
655914	what drives poaching	639082	what does horsepower mean	41
655914	what drives poaching	935463	when applying to change a vehicle to agricultural use what are the main points	42
655914	what drives poaching	623363	what do horsepower mean	43
655914	what drives poaching	867955	what kind of engines are used in go kart racing	44
655914	what drives poaching	717090	what is an ox drive	45
655914	what drives poaching	592032	what causes stepper motor to run backwards	46
655914	what drives poaching	518537	the quickest way to change a drive belt on a 150 mL scooter	47
655914	what drives poaching	773773	what is motor changes	48
655914	what drives poaching	624656	what do roadrunners eat	49
655914	what drives poaching	1026755	who directed drive	50
655914	what drives poaching	912008	what type of engine uses tiller for steering	51
655914	what drives poaching	1081860	zappone motors owners	52
655914	what drives poaching	562029	what are motor stables	53
655914	what drives poaching	175875	drive human behaviour definition	54
655914	what drives poaching	1027494	who drives audi	55
655914	what drives poaching	382921	how to test a car's horsepower and torque	56
655914	what drives poaching	739464	what is difference between horsepower and torque	57
655914	what drives poaching	338790	how should boat motor be mounted	58
655914	what drives poaching	205506	horsepower definition wikipedia	59
655914	what drives poaching	928891	what years did gunsmoke run on tv	60
655914	what drives poaching	705311	what is a vehicle horse	61
655914	what drives poaching	685239	what is a good horsepower/torque curve.	62
655914	what drives poaching	207094	how an engine works	63
655914	what drives poaching	219716	how do manufacturers run in engines	64
655914	what drives poaching	356639	how to drive pikes peak	65
655914	what drives poaching	912007	what type of engine uses a tiller for steering?	66
655914	what drives poaching	65292	can camels run fast	67
655914	what drives poaching	165501	does dirt rally allow steerig wheel	68
655914	what drives poaching	169307	does motor go bad	69
655914	what drives poaching	384262	how to understand engine and horsepower	70
655914	what drives poaching	624658	what do roadrunners eat?	71
655914	what drives poaching	991794	where is rocky's auto sales	72
655914	what drives poaching	167247	does horsepower change using a variable frequency drive	73
655914	what drives poaching	885714	what percent fat would a steer be if you ground the whole thing up as hamburger	74
655914	what drives poaching	871191	what kind of vehicle is an uplander	75
655914	what drives poaching	476229	poaching a whole chicken home cooking	76
655914	what drives poaching	57172	burger featured in drive in and dives show	77
655914	what drives poaching	848724	what is the strategy tactic owner	78
655914	what drives poaching	752635	what is greasy heel in horses	79
655914	what drives poaching	562031	what are motor vehicle enforcement	80
655914	what drives poaching	185316	fastest ecoboost mustang	81
655914	what drives poaching	400039	is a glc self driving	82
655914	what drives poaching	331415	how often change motor oil	83
655914	what drives poaching	77047	can you drive a scooters on the road	84
655914	what drives poaching	338704	how servo motors work	85
655914	what drives poaching	227801	how does the ECO work on trucks	86
655914	what drives poaching	343882	how to armor your car	87
655914	what drives poaching	705317	what is a vehicle slide	88
655914	what drives poaching	866361	what kind of automatic rifle did the a team use	89
655914	what drives poaching	971800	where do the smelt run from	90
655914	what drives poaching	583158	what car does dearra and ken have	91
655914	what drives poaching	810934	what is the chevy workhorse engine	92
655914	what drives poaching	171438	does slime rancher auto save	93
655914	what drives poaching	164051	does buick have a truly global strategy	94
655914	what drives poaching	977081	where is archer farms	95
655914	what drives poaching	338705	how servo motors work animation	96
655914	what drives poaching	869458	what kind of motorcycles do chips drive	97
655914	what drives poaching	921683	what was the name of the movie with steve mcqueen driving a mustang	98
655914	what drives poaching	630414	what does a steve mcqueen mean in australian slang	99
655914	what drives poaching	373867	how to properly drive in gold	100
730539	what is chronometer who invented it	1029140	who invented the mercury barometer	1
730539	what is chronometer who invented it	1028615	who invented atm machines	2
730539	what is chronometer who invented it	1029193	who invented the printing press	3
730539	what is chronometer who invented it	1028872	who invented printing press	4
730539	what is chronometer who invented it	1043510	who made the first technology	5
730539	what is chronometer who invented it	1043623	who made the technology	6
730539	what is chronometer who invented it	1029204	who invented the radio telescope	7
730539	what is chronometer who invented it	1032868	who is first person to make technology	8
730539	what is chronometer who invented it	1055709	who was the chronometer developed by	9
730539	what is chronometer who invented it	1029141	who invented the microphone	10
730539	what is chronometer who invented it	1028800	who invented microwave	11
730539	what is chronometer who invented it	1042824	who is who created the printing press	12
730539	what is chronometer who invented it	1043436	who made technology first	13
730539	what is chronometer who invented it	1025863	who created the microwave	14
730539	what is chronometer who invented it	1043511	who made the first telescope	15
730539	what is chronometer who invented it	918885	what was nationality first invented printing	16
730539	what is chronometer who invented it	1028858	who invented photographs	17
730539	what is chronometer who invented it	1029195	who invented the printing press?	18
730539	what is chronometer who invented it	1028969	who invented the cooking thermometer	19
730539	what is chronometer who invented it	1053695	who was credited with inventing photography	20
730539	what is chronometer who invented it	1010988	which inventor invent radio	21
730539	what is chronometer who invented it	1055948	who was the first engineer	22
730539	what is chronometer who invented it	1024965	who came up with the first printing press	23
730539	what is chronometer who invented it	1028795	who invented microphone?	24
730539	what is chronometer who invented it	1056455	who was the inventor who invented the first successful printing press that used movable types	25
730539	what is chronometer who invented it	1028636	who invented celsius scale	26
730539	what is chronometer who invented it	461837	name of the person who invented computer	27
730539	what is chronometer who invented it	1056089	who was the first person to invent computers	28
730539	what is chronometer who invented it	1028982	who invented the dishwasher machine	29
730539	what is chronometer who invented it	1049167	who really invented the radio	30
730539	what is chronometer who invented it	1029300	who invented the x ray machine	31
730539	what is chronometer who invented it	1029279	who invented the very first CAmera	32
730539	what is chronometer who invented it	1029209	who invented the sewing machine	33
730539	what is chronometer who invented it	1029152	who invented the movable type printing press	34
730539	what is chronometer who invented it	1027695	who first invented the anemometer	35
730539	what is chronometer who invented it	1026122	who designed the printing press	36
730539	what is chronometer who invented it	1029217	who invented the space capsule	37
730539	what is chronometer who invented it	1029283	who invented the very first photograph invention	38
730539	what is chronometer who invented it	1137694	who really invented the dishwasher	39
730539	what is chronometer who invented it	1029232	who invented the stopwatch	40
730539	what is chronometer who invented it	1138927	who has invented the radar	41
730539	what is chronometer who invented it	959743	when was screen printing invented	42
730539	what is chronometer who invented it	1007339	which composer invented new instruments capable of microtonality?	43
730539	what is chronometer who invented it	1029318	who invented watches	44
730539	what is chronometer who invented it	1056094	who was the first person to invent the radio	45
730539	what is chronometer who invented it	1026256	who developed the first fabricated obturator? a. vesalius	46
730539	what is chronometer who invented it	1028971	who invented the cooler?	47
730539	what is chronometer who invented it	1146731	what person invented the television	48
730539	what is chronometer who invented it	1029211	who invented the silencer	49
730539	what is chronometer who invented it	1026255	who developed the first fabricated obturator? a. paré	50
730539	what is chronometer who invented it	519757	thermometer when was it invented and by who	51
730539	what is chronometer who invented it	1028921	who invented the FIRST sewing machine	52
730539	what is chronometer who invented it	1029020	who invented the first camera?	53
730539	what is chronometer who invented it	962077	when was the printing press first invented	54
730539	what is chronometer who invented it	1027694	who first invented radio	55
730539	what is chronometer who invented it	1028661	who invented cs gas	56
730539	what is chronometer who invented it	1028678	who invented duct tape wikipedia	57
730539	what is chronometer who invented it	1163163	what did thomas newcomen invent	58
730539	what is chronometer who invented it	928343	what year was the first atm invented	59
730539	what is chronometer who invented it	1028997	who invented the electronic thermometer	60
730539	what is chronometer who invented it	1057069	who was ventriloquist invented	61
730539	what is chronometer who invented it	1029051	who invented the first ice machine	62
730539	what is chronometer who invented it	1028874	who invented prism	63
730539	what is chronometer who invented it	387593	how was printing invented	64
730539	what is chronometer who invented it	619557	what did percy lavon julian invent	65
730539	what is chronometer who invented it	920598	what was the first technology ever invented	66
730539	what is chronometer who invented it	892604	what scientist built the computer	67
730539	what is chronometer who invented it	961130	when was the first piece of technology invented	68
730539	what is chronometer who invented it	1055287	who was radio invented	69
730539	what is chronometer who invented it	1041313	who is the owner of silicon again?	70
730539	what is chronometer who invented it	1029007	who invented the film camera	71
730539	what is chronometer who invented it	1029290	who invented the wedge simple machine	72
730539	what is chronometer who invented it	1003221	where was printer invented	73
730539	what is chronometer who invented it	1029255	who invented the television	74
730539	what is chronometer who invented it	1025642	who created louis vuitton	75
730539	what is chronometer who invented it	619641	what did richard branson invent	76
730539	what is chronometer who invented it	1029026	who invented the first computer	77
730539	what is chronometer who invented it	1029257	who invented the television set	78
730539	what is chronometer who invented it	1025813	who created the first sewing machine	79
730539	what is chronometer who invented it	961830	when was the microphone invented	80
730539	what is chronometer who invented it	1043598	who made the si unit of pressure	81
730539	what is chronometer who invented it	1056441	who was the inventor for electronics	82
730539	what is chronometer who invented it	1029146	who invented the microprocessor first	83
730539	what is chronometer who invented it	1029063	who invented the first radio	84
730539	what is chronometer who invented it	1025709	who created silicon valley	85
730539	what is chronometer who invented it	1056448	who was the inventor of radio waves	86
730539	what is chronometer who invented it	1028981	who invented the digital cameras	87
730539	what is chronometer who invented it	1029319	who invented water	88
730539	what is chronometer who invented it	928627	what year was the thermometer invented	89
730539	what is chronometer who invented it	926400	what year did johannes gutenberg invent the printing press	90
730539	what is chronometer who invented it	1040658	who is the inventor of science fiction	91
730539	what is chronometer who invented it	1003746	where was the first printing press created quizlet	92
730539	what is chronometer who invented it	1029039	who invented the first computer invented	93
730539	what is chronometer who invented it	1144711	what was created by the french inventor joseph marie jacquard?	94
730539	what is chronometer who invented it	1163303	what did cannon,thomas c. invent	95
730539	what is chronometer who invented it	397723	inventor of first computer	96
730539	what is chronometer who invented it	835829	what is the name of this technology used  and who was it first developed by	97
730539	what is chronometer who invented it	1028727	who invented gui?	98
730539	what is chronometer who invented it	51424	benjamin franklin what did he invent	99
730539	what is chronometer who invented it	1027815	who found silicon	100
67316	can fever cause miscarriage early pregnancy	633039	what does belly bloating and faint feeling a sign of	1
67316	can fever cause miscarriage early pregnancy	10033	abruptio placentae causes	2
67316	can fever cause miscarriage early pregnancy	585427	what causes aplastic anemia in pregnancy?	3
67316	can fever cause miscarriage early pregnancy	72746	can prolactinoma cause hyperprolactinemia	4
67316	can fever cause miscarriage early pregnancy	85206	causes of abdominal bleeding	5
67316	can fever cause miscarriage early pregnancy	65483	can celiac cause bleeding	6
67316	can fever cause miscarriage early pregnancy	64368	can anemia cause night time fever	7
67316	can fever cause miscarriage early pregnancy	587798	what causes fainting and convulsions	8
67316	can fever cause miscarriage early pregnancy	85218	causes of abnormal uterine bleeding uptodate	9
67316	can fever cause miscarriage early pregnancy	585759	what causes bleeding in placenta previa	10
67316	can fever cause miscarriage early pregnancy	84838	causes for feeling faint and sweating	11
67316	can fever cause miscarriage early pregnancy	827839	what is the leading cause of pregnancy-related deaths.	12
67316	can fever cause miscarriage early pregnancy	472042	passing out fainting causes	13
67316	can fever cause miscarriage early pregnancy	164403	does celiac cause a bloated stomach	14
67316	can fever cause miscarriage early pregnancy	396034	infundibulum causes fainting	15
67316	can fever cause miscarriage early pregnancy	152568	diseases that cause fainting	16
67316	can fever cause miscarriage early pregnancy	65484	can celiac disease cause bloating	17
67316	can fever cause miscarriage early pregnancy	193461	gas that causes fainting and suffocation	18
67316	can fever cause miscarriage early pregnancy	84749	causes for alarm because of sweating	19
67316	can fever cause miscarriage early pregnancy	85372	causes of aplastic anemia	20
67316	can fever cause miscarriage early pregnancy	67596	can gastritis cause anemia	21
67316	can fever cause miscarriage early pregnancy	581011	what can cause a low appt	22
67316	can fever cause miscarriage early pregnancy	581331	what can cause loss of stomach lining	23
67316	can fever cause miscarriage early pregnancy	544604	weather in jamestown pennsylvania	24
67316	can fever cause miscarriage early pregnancy	589545	what causes low blood pressure and fainting	25
67316	can fever cause miscarriage early pregnancy	66012	can contrave cause vaginal bleeding	26
67316	can fever cause miscarriage early pregnancy	581483	what can cause stomach bloating	27
67316	can fever cause miscarriage early pregnancy	85540	causes of bloating and lower abdominal pain	28
67316	can fever cause miscarriage early pregnancy	88087	causes of rashes on lower stomach	29
67316	can fever cause miscarriage early pregnancy	410788	is galactosemia caused by a frameshift mutation	30
67316	can fever cause miscarriage early pregnancy	89142	causes stomach bloating	31
67316	can fever cause miscarriage early pregnancy	1140106	which condition is the most common cause of anemia in pregnancy?	32
67316	can fever cause miscarriage early pregnancy	86375	causes of extreme bloating in stomach	33
67316	can fever cause miscarriage early pregnancy	86879	causes of hypernatremia uptodate	34
67316	can fever cause miscarriage early pregnancy	84149	cause of bloating and gas	35
67316	can fever cause miscarriage early pregnancy	86893	causes of hypocomplementemia	36
67316	can fever cause miscarriage early pregnancy	89144	causes stomach pressure bloating	37
67316	can fever cause miscarriage early pregnancy	1012133	which is the leading cause of death during the toddler period?	38
67316	can fever cause miscarriage early pregnancy	72339	can period bloating make you look pregnant?	39
67316	can fever cause miscarriage early pregnancy	84560	cause of sudden sweating and nausea	40
67316	can fever cause miscarriage early pregnancy	585146	what causes abnormal uterine bleeding	41
67316	can fever cause miscarriage early pregnancy	64370	can anemia cause stomach pain	42
67316	can fever cause miscarriage early pregnancy	67570	can gas cause buzzing sensation in the stomach	43
67316	can fever cause miscarriage early pregnancy	166204	does fast fetal heartbeat signal miscarriage	44
67316	can fever cause miscarriage early pregnancy	1175870	how to stop gas and bloating caused by diaherra	45
67316	can fever cause miscarriage early pregnancy	86603	causes of gas and bloating	46
67316	can fever cause miscarriage early pregnancy	1011034	which is a cause of obstructive shock	47
67316	can fever cause miscarriage early pregnancy	1148704	what is the weather going to be in bethlehem pa this	48
67316	can fever cause miscarriage early pregnancy	54083	birth control birth defects	49
67316	can fever cause miscarriage early pregnancy	585763	what causes bleeding inside the stomach	50
67316	can fever cause miscarriage early pregnancy	479742	pres cyclosporine	51
67316	can fever cause miscarriage early pregnancy	86868	causes of hypercalcemia uptodate	52
67316	can fever cause miscarriage early pregnancy	1164923	what cause bloating and gas	53
67316	can fever cause miscarriage early pregnancy	508782	symptoms of stomach bleeding	54
67316	can fever cause miscarriage early pregnancy	1151659	what is the condition of fainting called	55
67316	can fever cause miscarriage early pregnancy	1166067	can a glandular problem cause fainting	56
67316	can fever cause miscarriage early pregnancy	592064	what causes stomach bloating	57
67316	can fever cause miscarriage early pregnancy	88249	causes of severe anemia in pregnancy	58
67316	can fever cause miscarriage early pregnancy	581456	what can cause severe abdominal pain and bloating	59
67316	can fever cause miscarriage early pregnancy	84769	causes for bloating and gas	60
67316	can fever cause miscarriage early pregnancy	556203	what are causes of a tubal pregnancy?	61
67316	can fever cause miscarriage early pregnancy	86864	causes of hyperbilirubinemia	62
67316	can fever cause miscarriage early pregnancy	620989	what disease causes people to faint	63
67316	can fever cause miscarriage early pregnancy	86022	causes of diastolic hypotension	64
67316	can fever cause miscarriage early pregnancy	184716	fainting is usually caused by a	65
67316	can fever cause miscarriage early pregnancy	86386	causes of extreme stomach bloating	66
67316	can fever cause miscarriage early pregnancy	85104	causes gas and bloating	67
67316	can fever cause miscarriage early pregnancy	506736	symptoms of a blockage in stomach	68
67316	can fever cause miscarriage early pregnancy	86462	causes of feeling faint	69
67316	can fever cause miscarriage early pregnancy	585815	what causes bloating in stomach	70
67316	can fever cause miscarriage early pregnancy	588788	what causes hyperbilirubinemia in newborns	71
67316	can fever cause miscarriage early pregnancy	72930	can ranitidine cause blood thinning	72
67316	can fever cause miscarriage early pregnancy	933554	what's the weather in jamestown new york?	73
67316	can fever cause miscarriage early pregnancy	829216	what is the main cause of birth defects in the us	74
67316	can fever cause miscarriage early pregnancy	95404	common causes for bleeding from belly button	75
67316	can fever cause miscarriage early pregnancy	798949	what is spotting the fall	76
67316	can fever cause miscarriage early pregnancy	590403	what causes orthostatic vital signs to drop	77
67316	can fever cause miscarriage early pregnancy	508786	symptoms of stomach blockage in cf toddler	78
67316	can fever cause miscarriage early pregnancy	813934	what is the current temperature in fitchburg massachusetts	79
67316	can fever cause miscarriage early pregnancy	88474	causes of stomach gas	80
67316	can fever cause miscarriage early pregnancy	84768	causes for bloated stomach	81
67316	can fever cause miscarriage early pregnancy	85331	causes of anemia in pregnancy	82
67316	can fever cause miscarriage early pregnancy	70397	can intestinal blockage cause bleeding from mouth	83
67316	can fever cause miscarriage early pregnancy	405791	is celiac disease an intolerance	84
67316	can fever cause miscarriage early pregnancy	1078009	will utrogestan delay a miscarriage bleeding	85
67316	can fever cause miscarriage early pregnancy	583698	what cause bloated stomach	86
67316	can fever cause miscarriage early pregnancy	64574	can aricept cause night sweats	87
67316	can fever cause miscarriage early pregnancy	1164843	what causes bloating and stomach gas other than food	88
67316	can fever cause miscarriage early pregnancy	18653	anosmia causes	89
67316	can fever cause miscarriage early pregnancy	581431	what can cause premature delivery	90
67316	can fever cause miscarriage early pregnancy	67569	can gas cause bloating	91
67316	can fever cause miscarriage early pregnancy	167831	does jardiance cause stomach pain	92
67316	can fever cause miscarriage early pregnancy	85148	causes of a bleeding belly button	93
67316	can fever cause miscarriage early pregnancy	1165921	can an enlarged uterus cause bloating	94
67316	can fever cause miscarriage early pregnancy	84028	cause an abrupt stop of sweating	95
67316	can fever cause miscarriage early pregnancy	64607	can aspartame cause palpitations	96
67316	can fever cause miscarriage early pregnancy	85774	causes of cesarean section	97
67316	can fever cause miscarriage early pregnancy	659043	what faintness	98
67316	can fever cause miscarriage early pregnancy	1069638	why is breech birth dangerous	99
67316	can fever cause miscarriage early pregnancy	506450	symptoms anemia toddler	100
144862	did prohibition increased crime	387508	how was law enforcement impacted by prohibition	1
144862	did prohibition increased crime	670430	what impact did prohibition have on the development of organized crime	2
144862	did prohibition increased crime	920049	what was the economic impact of prohibition	3
144862	did prohibition increased crime	214424	how did prohibition affect crime the us	4
144862	did prohibition increased crime	214423	how did prohibition affect crime in the united states	5
144862	did prohibition increased crime	1062304	why did crime analysis=t breaking increase during prohibition	6
144862	did prohibition increased crime	923864	what were some of the unintended outcomes of prohibition?	7
144862	did prohibition increased crime	865875	what kept crime syndicates going after repeal of prohibition?	8
144862	did prohibition increased crime	387771	how was the government affected after prohibition	9
144862	did prohibition increased crime	664900	what happened as a result of prohibition	10
144862	did prohibition increased crime	920110	what was the effect prohibition start	11
144862	did prohibition increased crime	665405	what happened when prohibition ended	12
144862	did prohibition increased crime	926690	what year did prohibition go into effect	13
144862	did prohibition increased crime	1144617	what was prohibition and its effects?	14
144862	did prohibition increased crime	959503	when was prohibition in effect	15
